MSSubClass,MSZoning,LotFrontage,LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemo,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
50,1,50,3500,0,5,7,1947,1950,720,1284,1,1,2,1,1,0,35,0,0,0,0,0,4,2009,110000
50,1,52,6240,0,4,5,1947,1950,0,912,1,0,2,1,0,0,0,0,0,0,0,0,7,2006,80500
20,1,100,12000,0,5,7,1948,2005,924,1122,1,0,2,1,2,0,36,0,0,0,0,0,5,2008,147000
90,0,95,11345,0,5,5,1948,1950,928,1920,2,0,4,2,2,0,0,0,0,0,0,0,7,2007,137000
50,0,115,21286,0,5,5,1948,1950,720,1271,2,0,4,1,1,0,0,108,0,0,0,0,8,2008,135000
20,0,50,8000,0,6,6,1948,2002,972,972,1,0,2,1,1,0,0,0,0,0,0,0,5,2009,132000
50,1,50,8635,0,5,5,1948,2001,672,1285,1,0,2,1,1,0,0,0,0,0,0,0,1,2008,127000
50,1,50,6000,0,3,7,1948,2002,649,1183,1,1,2,1,1,0,176,0,0,0,0,0,6,2007,120000
20,0,60,11664,0,6,5,1948,1950,1082,1082,1,0,2,1,1,0,130,0,0,0,0,0,11,2007,119200
20,1,50,6000,0,5,5,1948,1950,789,789,1,0,2,1,1,0,0,0,0,0,0,0,4,2008,115000
50,0,78,17503,0,6,5,1948,1950,912,1458,1,0,3,1,1,192,0,0,0,0,0,0,1,2010,97500
50,0,50,7585,0,5,3,1948,1950,810,1456,1,0,4,1,1,0,0,0,0,0,0,0,8,2006,91500
90,4,82,6270,0,5,6,1949,1950,1001,2002,2,0,4,2,3,0,0,0,0,0,0,0,8,2007,145000
50,0,78,10496,0,6,6,1949,1950,1040,1846,2,0,3,1,1,0,0,0,0,0,0,0,1,2007,143000
45,0,60,9600,0,5,7,1949,2003,845,893,1,0,2,1,2,0,0,0,0,0,0,0,5,2007,135000
50,0,60,10800,0,4,4,1949,1950,720,1192,1,1,4,1,0,0,0,0,0,0,0,0,12,2006,135000
40,0,60,12144,0,5,7,1949,1950,832,1268,1,0,3,1,1,0,28,0,0,0,0,0,9,2009,133000
50,0,60,8064,0,5,7,1949,2006,672,924,1,0,3,1,2,0,0,0,0,0,0,2000,7,2007,122900
20,0,67,8777,0,4,5,1949,2003,0,1126,2,0,2,1,2,0,96,0,0,0,0,0,5,2009,108000
90,0,60,7200,0,4,5,1949,1950,0,1040,2,0,2,2,2,0,0,0,0,0,0,0,6,2009,90000
20,2,50,9000,0,2,3,1949,1950,480,480,0,0,1,1,1,0,0,0,0,0,0,0,10,2006,35311
20,0,84,12615,0,6,7,1950,2001,1202,2158,2,0,4,1,2,0,29,39,0,0,0,0,6,2007,243000
20,0,80,14000,0,6,8,1950,2004,1092,1152,1,0,3,1,1,0,36,0,0,0,0,0,8,2009,158500
50,1,75,13710,0,5,5,1950,1950,910,1558,1,1,4,1,1,289,0,0,0,0,0,0,6,2007,152000
20,0,80,9600,0,5,7,1950,2007,1113,1113,1,0,3,1,1,0,80,120,0,0,0,0,7,2009,147000
20,0,68,9717,0,5,6,1950,1996,1078,1078,1,0,2,1,1,366,0,112,0,0,0,0,4,2010,142125
50,0,80,9600,0,6,8,1950,2005,856,1668,1,1,3,1,1,0,0,0,0,0,0,0,9,2009,140000
50,0,60,7200,0,5,4,1950,1982,1208,1904,1,1,3,1,1,0,0,168,0,0,0,0,5,2009,138000
20,0,60,7200,0,5,8,1950,2002,864,864,1,0,3,1,2,194,0,0,0,0,0,0,7,2007,129000
20,0,60,9600,0,4,7,1950,1995,1067,1067,2,0,2,1,2,290,0,0,0,0,0,0,2,2010,128000
190,0,68,10880,0,5,5,1950,1950,1164,1164,1,0,3,1,1,0,48,0,0,0,0,0,8,2008,125000
20,0,57,8280,0,6,5,1950,1950,932,932,1,0,2,1,1,0,0,214,0,0,0,0,11,2007,124000
50,0,80,9600,0,6,5,1950,1950,1032,1252,1,0,3,1,1,0,0,96,0,0,0,0,4,2008,119000
20,0,60,7200,0,4,5,1950,1950,0,1040,1,0,2,1,2,0,29,0,0,0,0,0,7,2006,109900
20,0,60,7200,0,5,7,1950,1950,0,1040,1,0,2,1,2,0,0,0,0,0,0,0,6,2006,109500
20,0,60,7200,0,5,5,1950,1950,0,1048,1,0,3,1,2,0,27,0,0,0,0,0,7,2008,98300
90,0,60,8544,0,3,4,1950,1950,0,1040,2,0,2,2,2,0,0,0,0,0,0,0,7,2006,93500
90,0,60,8544,0,3,4,1950,1950,0,1040,2,0,2,2,2,0,0,0,0,0,0,0,6,2009,92900
20,4,60,8400,0,4,4,1950,1950,721,841,1,0,2,1,1,250,0,24,0,0,0,0,9,2009,82000
20,0,75,14559,0,5,7,1951,2000,1008,1363,1,0,2,1,1,324,42,0,0,168,0,2000,6,2009,164900
20,0,140,19138,0,4,5,1951,1951,864,864,1,0,2,1,2,0,0,0,0,0,0,0,6,2010,141000
20,0,60,7350,0,5,7,1951,1951,952,952,1,0,2,1,2,0,0,0,0,0,0,0,6,2008,139000
20,0,60,7200,0,5,7,1951,2000,900,900,1,0,3,1,2,222,32,0,0,0,0,0,5,2010,134800
20,0,67,8877,0,4,5,1951,1951,836,1220,1,0,2,1,2,0,0,0,0,0,0,0,4,2006,102000
90,1,60,7596,0,5,5,1952,1952,960,1960,2,0,4,2,2,0,0,0,0,0,0,0,7,2009,124500
20,0,57,6420,0,5,7,1952,1952,980,1148,1,0,2,1,1,0,0,0,0,0,0,0,9,2006,123500
20,0,74,10206,0,3,3,1952,1952,0,944,1,0,2,1,2,0,0,0,0,0,0,0,7,2009,82000
20,2,66,8712,1,5,5,1952,1952,540,1044,1,0,2,1,2,0,0,0,0,0,0,54,6,2010,55993
50,0,81,15593,0,7,4,1953,1953,1304,2287,2,0,3,1,2,0,21,114,0,0,0,0,7,2006,225000
20,0,80,9600,0,6,5,1953,1953,1416,1644,1,0,3,1,2,110,0,0,0,0,0,0,10,2009,167000
190,0,90,15750,0,5,5,1953,1953,1165,1336,1,0,2,1,1,0,0,0,0,0,0,0,6,2006,157000
20,0,85,10452,0,6,5,1953,1953,1094,1094,1,0,3,1,2,0,0,0,0,287,0,0,6,2008,155000
20,0,128,12160,0,6,4,1953,1953,1505,1505,1,0,2,1,2,0,0,0,162,0,0,0,2,2009,149500
20,0,79,10634,0,5,6,1953,1953,608,1319,1,0,3,1,1,66,0,0,0,0,0,0,11,2009,123000
20,0,68,7922,0,5,7,1953,2007,1057,1057,1,0,3,1,1,0,52,0,0,0,0,0,1,2010,109000
20,1,60,6000,0,4,4,1953,1953,936,936,1,0,2,1,2,0,32,112,0,0,0,0,2,2009,93000
20,0,73,39104,0,7,7,1954,2005,1385,1363,1,0,2,1,2,81,0,0,0,0,0,0,4,2008,241500
20,0,85,10200,0,5,7,1954,2003,1086,1086,1,0,3,1,2,0,0,0,0,0,0,0,5,2010,144900
20,0,75,11310,0,6,5,1954,1954,1367,1375,1,0,2,1,2,0,30,0,0,0,0,0,6,2006,140000
20,0,80,9250,0,5,7,1954,2005,1056,1056,1,0,3,1,1,390,0,0,0,0,0,0,7,2007,139400
50,0,75,9525,0,6,4,1954,1972,994,1855,2,0,4,1,1,182,0,0,0,0,0,0,10,2006,136900
50,0,60,8172,0,4,6,1954,1972,941,1470,2,0,4,1,1,0,0,0,0,156,0,0,5,2008,135000
20,0,78,7800,0,5,6,1954,1954,1268,1268,1,0,2,1,1,0,98,0,0,0,0,0,3,2010,132000
50,1,81,12150,0,5,5,1954,1954,1050,1795,2,0,4,1,1,0,0,0,0,0,0,0,11,2008,131500
20,0,80,9920,0,5,5,1954,1954,1056,1063,1,0,3,1,1,0,0,164,0,0,0,0,2,2010,128000
20,0,60,8190,0,4,6,1954,1954,948,948,1,0,3,1,1,0,36,0,0,0,0,0,10,2007,119000
20,0,75,9000,0,5,5,1954,1954,936,1128,1,0,2,1,1,0,0,0,0,0,0,0,6,2006,118000
20,0,90,5400,0,5,7,1954,2000,833,833,1,0,2,1,1,0,0,0,0,0,0,0,8,2006,117000
20,0,100,21750,0,5,5,1954,1954,988,988,1,0,2,1,2,0,0,0,0,0,0,0,2,2008,113000
20,0,75,10215,0,4,5,1954,1954,864,948,1,0,3,1,1,0,0,0,0,0,0,0,2,2007,111000
20,0,68,9450,0,4,5,1954,1954,894,894,1,0,3,1,2,0,0,0,0,0,0,0,5,2007,110000
45,0,59,7227,0,6,6,1954,1954,832,832,1,0,2,1,2,0,0,0,0,0,0,0,6,2008,105500
190,1,50,6000,0,5,4,1954,1954,811,1387,2,0,3,2,1,0,0,0,0,0,0,0,11,2009,93000
20,0,77,8335,0,5,5,1954,1954,0,1124,1,0,3,1,0,0,36,190,0,0,0,0,4,2006,93000
20,0,102,17920,0,5,4,1955,1974,1763,1779,1,1,3,1,2,0,418,0,0,312,0,0,7,2006,170000
80,0,80,9600,0,6,6,1955,1996,992,1661,1,0,3,1,1,0,28,0,0,178,0,0,10,2008,165500
80,0,80,9600,0,6,6,1955,1972,1156,1520,1,0,3,1,1,0,0,189,0,0,0,0,3,2010,153000
50,0,59,16466,0,5,7,1955,1955,816,1393,1,1,3,1,1,121,0,0,0,265,0,0,4,2008,135500
80,0,60,7134,0,5,5,1955,1955,384,1360,1,0,3,1,2,0,50,0,0,0,0,0,2,2007,130000
20,1,49,5820,0,3,8,1955,2005,1162,1163,1,0,3,1,1,142,98,0,0,0,0,0,7,2006,126175
20,1,49,8235,0,5,7,1955,1995,825,825,1,0,2,1,2,140,50,0,0,0,0,0,6,2008,125000
90,0,92,12108,0,4,4,1955,1955,1440,1440,2,0,4,2,0,0,0,0,0,0,0,0,9,2008,118000
20,0,60,8172,0,5,7,1955,1990,864,864,1,0,2,1,2,0,0,0,0,0,0,0,4,2006,115000
20,0,60,10434,0,4,5,1955,1955,1005,1005,1,0,2,1,2,0,0,0,0,0,0,0,11,2009,115000
20,0,60,7200,0,5,7,1955,2007,0,827,1,0,2,1,1,0,0,0,0,0,0,0,4,2010,107500
90,0,65,6040,0,4,5,1955,1955,0,1152,2,0,2,2,0,0,0,0,0,0,0,0,6,2008,82000
20,0,90,14115,0,6,7,1956,2004,1073,1811,1,0,2,1,2,0,0,280,0,0,0,0,7,2006,230000
20,0,72,9000,0,6,5,1956,1956,1196,1196,1,0,2,1,1,0,44,0,0,0,0,0,5,2008,139000
20,0,72,10152,0,5,5,1956,1956,1048,1048,1,0,3,1,1,0,20,0,0,192,0,0,6,2007,135000
20,0,70,13300,0,5,7,1956,2000,928,928,1,0,2,1,1,261,0,156,0,0,0,0,6,2007,132000
20,0,68,9571,0,5,6,1956,1956,1144,1144,1,0,3,1,1,44,0,0,0,0,0,0,6,2010,129000
20,0,80,9600,0,5,6,1956,1956,1050,1050,1,0,2,1,1,0,0,0,0,0,0,0,6,2009,128900
20,0,73,9855,0,6,5,1956,1956,1436,1689,1,0,3,1,2,0,0,0,0,0,0,0,11,2009,127500
45,0,55,5500,0,4,6,1956,1956,882,882,1,0,1,1,0,0,0,0,0,0,0,0,4,2007,103200
20,1,70,12702,0,5,5,1956,1956,0,882,1,0,2,1,1,0,45,0,0,0,0,0,12,2008,97000
20,0,47,16321,0,5,6,1957,1997,1484,1600,1,0,2,1,1,288,258,0,0,0,0,0,12,2006,207500
20,0,80,11900,0,6,5,1957,1957,1392,1392,1,1,3,1,2,0,0,0,0,192,0,0,6,2008,166000
20,0,70,8400,0,6,3,1957,1957,1478,1478,1,1,3,1,2,114,0,0,0,216,0,0,6,2009,156500
20,0,88,13125,0,5,4,1957,2000,1134,1803,2,0,3,1,2,0,0,0,0,0,0,0,1,2006,155000
20,0,64,8712,0,5,7,1957,2000,992,1306,1,0,2,1,1,0,0,0,0,0,0,0,5,2009,153000
20,0,90,11988,0,6,6,1957,1957,1244,1244,1,1,3,1,1,0,40,0,0,0,0,0,5,2007,150000
20,1,90,7407,0,6,7,1957,1996,912,1236,1,0,2,1,2,0,158,158,0,0,0,0,4,2010,149700
20,0,70,8400,0,5,6,1957,1957,1314,1314,1,0,3,1,1,250,0,0,0,0,0,0,6,2010,145000
20,0,68,8562,0,5,6,1957,2002,1216,1526,1,0,4,1,1,116,78,0,0,0,0,0,5,2010,144500
20,0,69,14850,0,5,5,1957,1957,1092,1092,1,0,2,1,1,268,0,0,0,122,0,0,5,2006,141000
20,0,72,10011,0,5,6,1957,1996,1070,1236,1,0,2,1,1,0,0,0,0,0,0,0,5,2006,134450
20,0,73,7100,0,5,7,1957,1957,816,816,1,0,2,1,1,0,0,0,0,0,0,0,7,2006,129900
20,0,60,9060,0,5,6,1957,2006,0,1340,1,0,3,1,1,116,0,0,180,0,0,0,6,2007,120000
20,1,50,6000,0,5,6,1957,1957,928,928,1,0,3,1,1,0,0,0,0,0,0,0,6,2008,112500
20,0,77,8593,0,4,6,1957,1957,907,907,1,0,3,1,1,0,0,0,0,0,0,0,7,2008,109008
20,0,76,9120,0,6,6,1958,1958,1261,1261,1,0,3,1,2,0,0,0,0,288,0,1400,11,2008,163000
20,0,66,12400,0,6,7,1958,1998,1215,1215,1,0,3,1,1,0,0,0,0,234,0,0,6,2009,155000
20,0,69,8973,0,5,7,1958,1991,1008,1053,1,1,3,1,2,0,80,0,180,0,0,0,7,2006,150000
80,0,65,10482,0,6,8,1958,1958,588,1138,1,0,3,1,1,224,0,0,0,0,0,0,6,2007,145000
50,0,78,11344,0,5,5,1958,1958,874,1524,1,1,3,1,1,0,0,0,0,0,0,0,7,2007,144000
190,0,75,10382,0,6,5,1958,1958,588,1095,1,0,2,1,1,0,0,0,0,0,0,0,3,2006,140000
80,0,85,13825,0,5,6,1958,1987,533,1601,1,0,3,1,1,280,34,0,0,0,0,0,12,2008,140000
20,0,70,7560,0,5,6,1958,1965,1029,1339,1,0,3,1,1,0,0,0,0,0,0,0,5,2009,139000
20,0,70,8176,0,5,6,1958,1992,1056,1056,1,0,3,1,1,0,0,0,0,0,0,0,8,2007,139000
20,0,80,9600,0,6,6,1958,1988,1240,1632,2,0,3,1,1,289,0,0,0,0,0,0,4,2009,139000
20,0,75,9464,0,6,7,1958,1958,1080,1080,1,0,3,1,1,0,0,0,0,130,0,0,6,2008,136000
80,0,92,6930,0,5,4,1958,1958,1062,1352,1,0,3,1,1,168,0,294,0,0,0,0,7,2006,130000
20,0,70,9100,0,5,5,1958,1958,864,864,1,0,3,1,2,0,0,0,0,0,0,0,7,2006,129900
20,0,70,7535,0,5,7,1958,1985,912,912,1,0,2,1,1,12,285,0,0,0,0,480,6,2007,120000
20,0,50,7207,0,5,7,1958,2008,858,858,1,0,2,1,0,117,0,0,0,0,0,0,2,2010,116500
20,0,70,10150,0,5,5,1958,1958,912,912,1,0,2,1,1,0,0,0,0,0,0,0,7,2007,114500
90,0,85,11475,0,5,5,1958,1958,1584,1776,2,0,4,2,3,0,25,0,0,0,0,0,7,2009,110000
20,0,68,9571,0,5,3,1958,1958,1276,1276,1,0,3,1,1,0,0,0,0,0,0,0,6,2009,60000
20,0,100,17500,0,7,8,1959,2002,1902,1902,2,0,3,1,2,0,207,162,0,0,0,0,5,2010,335000
20,0,100,15602,0,7,8,1959,1997,1501,1801,2,0,1,1,2,0,54,0,0,161,0,0,3,2010,289000
80,0,124,11512,0,6,7,1959,2006,1019,1357,1,0,2,1,1,0,0,0,0,163,0,0,5,2008,177000
20,0,115,16905,0,5,6,1959,1959,1350,1328,1,1,2,1,1,0,104,0,0,0,0,0,7,2007,170000
20,0,70,10552,0,5,5,1959,1959,1398,1700,1,1,4,1,2,0,38,0,0,0,0,0,4,2010,165500
20,0,79,8910,0,6,6,1959,1959,655,1194,1,0,3,1,2,0,0,192,0,0,0,0,7,2006,159500
20,0,75,7500,0,5,7,1959,1994,1246,1246,1,1,3,1,1,218,0,0,0,0,0,0,5,2010,154000
20,0,75,7388,0,5,6,1959,2002,1063,1327,1,0,3,1,2,0,0,0,0,0,0,0,7,2007,150750
20,0,134,17755,0,5,4,1959,1959,1466,1466,1,1,3,1,2,0,140,0,0,100,0,0,11,2006,149900
20,0,73,8760,0,6,6,1959,1959,1194,1194,1,0,3,1,1,0,0,120,0,0,0,0,4,2010,148000
20,0,72,10007,0,5,7,1959,2006,1053,1053,1,1,3,1,1,0,0,0,0,0,0,0,8,2008,145500
90,0,70,8393,0,5,5,1959,2005,1626,1712,2,0,4,2,2,272,54,0,0,0,0,0,6,2006,145000
80,0,70,8163,0,5,6,1959,1959,1144,1144,1,0,3,1,1,86,0,0,0,0,0,0,3,2006,143000
50,0,80,17120,0,4,4,1959,1959,0,1588,2,0,4,1,2,0,59,0,0,0,0,0,7,2008,134432
20,0,70,7560,0,5,5,1959,1959,1040,1040,1,0,3,1,1,140,0,252,0,0,0,0,7,2006,133700
20,0,70,7931,0,5,5,1959,1959,1148,1148,1,0,3,1,1,0,0,0,0,0,0,0,7,2009,132500
20,0,77,9320,0,4,5,1959,1959,950,1225,1,1,3,1,0,352,0,0,0,0,0,400,1,2010,128950
20,0,70,9100,0,6,6,1959,1959,864,864,1,0,2,1,1,0,0,0,0,0,0,450,10,2009,127500
20,0,80,9600,0,5,6,1959,1959,1041,1041,1,0,3,1,1,224,88,0,0,0,0,0,7,2009,124500
20,0,60,7332,0,6,6,1959,1959,864,864,1,0,2,1,1,168,0,0,0,0,0,0,10,2006,120000
20,0,313,27650,0,7,7,1960,2007,585,2069,2,0,4,1,2,0,0,0,0,0,0,0,11,2008,242000
20,0,141,31770,0,6,5,1960,1960,1080,1656,1,0,3,1,2,210,62,0,0,0,0,0,5,2010,215000
20,0,73,9300,0,5,5,1960,1960,1268,1264,1,0,3,1,2,0,0,0,0,143,0,0,4,2010,167500
20,0,70,7931,0,5,6,1960,1960,1269,1269,1,1,3,1,1,0,0,0,0,0,0,0,6,2008,155000
90,0,80,11600,0,5,5,1960,1960,1105,2274,2,0,5,2,2,0,0,0,0,0,0,0,1,2010,154300
20,0,80,11600,0,6,5,1960,1960,1383,1383,1,1,3,1,1,0,45,0,0,0,0,0,4,2006,145250
20,0,70,7000,0,5,7,1960,2002,1010,1134,1,0,2,1,1,0,16,0,0,0,0,0,4,2007,135000
80,0,70,7910,0,5,5,1960,1960,1075,1507,2,0,4,1,1,0,0,0,0,0,0,0,8,2008,127000
20,0,80,8892,0,5,5,1960,1960,1065,1065,1,1,3,1,2,74,0,0,0,0,0,0,7,2007,126500
20,0,100,21750,0,5,4,1960,2006,0,1771,1,0,3,1,2,0,0,0,0,0,0,0,11,2009,115000
20,0,80,10197,0,6,5,1961,1961,1362,1362,1,1,3,1,2,0,20,0,0,0,0,0,6,2008,163000
85,0,88,11782,0,5,7,1961,1995,1109,1155,1,0,3,1,2,192,0,0,0,0,0,400,6,2010,148000
20,0,65,6768,0,6,8,1961,1996,912,912,1,0,3,1,1,168,0,0,0,0,0,0,5,2008,142000
90,0,80,8000,0,5,4,1961,1961,1800,1800,2,0,6,2,0,0,0,0,0,0,0,0,7,2007,141000
20,0,75,7875,0,5,6,1961,1961,1144,1144,1,0,3,1,2,0,0,0,0,0,0,0,9,2008,139950
20,0,65,6993,0,5,7,1961,1994,912,1236,1,0,3,1,1,0,0,0,0,0,0,0,6,2006,135000
20,0,80,10000,0,5,6,1961,1983,864,1144,1,0,3,1,1,165,0,0,0,0,0,400,3,2009,131400
20,0,85,6970,0,4,5,1961,1961,1040,1120,1,1,3,1,2,168,0,0,0,0,0,400,5,2007,129000
20,0,85,8500,0,5,3,1961,1961,1235,1235,1,0,2,1,2,0,0,0,0,0,0,0,12,2006,98600
80,0,120,19296,0,6,5,1962,1962,1362,1382,1,0,3,1,2,0,0,252,0,0,0,0,5,2009,176000
20,0,80,8400,0,6,9,1962,2005,1319,1537,1,1,3,1,2,0,36,0,0,0,0,0,7,2008,174000
60,0,70,9247,0,6,6,1962,1962,858,1716,1,1,4,1,2,0,84,0,0,120,0,0,3,2008,171000
60,0,69,7590,0,5,5,1962,1962,864,1812,2,0,4,1,1,0,168,0,0,0,0,0,7,2007,169500
80,0,101,9150,0,6,5,1962,1962,1099,1431,1,0,3,1,1,64,110,0,0,0,0,0,12,2008,165000
20,0,87,10000,0,6,6,1962,1962,1116,1116,1,1,3,1,2,0,0,0,0,385,0,0,2,2010,160000
20,0,70,7763,0,5,7,1962,1980,931,1283,1,0,3,1,2,0,0,0,0,0,0,0,10,2008,140000
85,0,69,10205,0,5,5,1962,1962,925,999,1,0,3,1,1,150,72,0,0,0,0,0,5,2006,134500
90,0,70,7728,0,5,6,1962,1962,1106,1190,1,0,3,1,2,0,18,0,0,0,0,0,5,2006,132500
20,0,70,7420,0,5,5,1962,1962,1057,1057,1,0,3,1,2,0,0,0,0,0,0,0,4,2007,132000
20,0,60,6600,0,5,5,1962,1962,894,894,1,0,2,1,1,0,0,0,0,0,0,0,8,2009,109500
90,0,70,9842,0,4,5,1962,1962,0,1224,2,0,2,2,2,0,0,0,0,0,0,0,3,2007,101800
20,0,50,35133,1,5,4,1963,1963,1572,1572,1,1,3,1,3,0,263,0,0,263,0,0,5,2007,186700
80,0,70,12886,0,5,6,1963,1999,520,1464,2,0,3,1,2,302,0,0,0,100,0,0,10,2009,175000
20,0,80,8700,0,5,6,1963,1963,1120,1128,2,0,3,1,2,192,20,123,0,0,0,0,12,2008,155000
20,0,70,8414,0,6,8,1963,2003,1059,1068,1,0,3,1,1,192,0,0,0,0,0,0,2,2006,154500
60,0,71,7056,0,6,5,1963,1963,780,1796,1,1,4,1,2,0,50,0,0,0,0,0,10,2008,140000
20,0,80,8816,0,5,6,1963,1963,1121,1121,1,0,3,1,2,0,80,0,0,0,0,0,6,2009,139000
85,0,80,8800,0,6,7,1963,1963,936,1054,1,0,3,1,2,120,0,0,0,0,0,0,5,2010,137500
20,0,75,7500,0,5,5,1963,1963,1040,1040,1,1,3,1,1,0,0,220,0,0,0,0,6,2010,133000
20,0,80,8480,0,5,6,1963,1963,970,970,1,0,2,1,2,0,24,0,0,192,0,0,7,2007,132500
90,1,70,9100,0,5,5,1963,1963,1728,1728,2,0,6,2,2,0,0,0,0,0,0,0,11,2006,125000
20,0,71,9204,0,5,5,1963,1963,1144,1144,1,1,3,1,1,0,88,0,0,0,0,0,8,2008,124000
90,1,110,8472,1,5,5,1963,1963,816,816,1,0,2,1,2,106,0,0,0,0,0,0,5,2010,110000
20,0,100,10175,0,6,5,1964,1964,1425,1425,2,0,3,1,2,0,0,0,407,0,0,0,7,2008,180500
80,0,82,9020,0,6,5,1964,1964,1248,1350,1,1,3,1,2,176,0,0,0,0,0,0,6,2008,168500
60,0,80,9760,0,6,6,1964,1964,780,1611,1,1,4,1,2,328,128,0,0,189,0,0,6,2008,167900
20,0,75,9937,0,5,7,1964,1999,1486,1486,1,0,3,1,2,0,0,0,0,0,0,0,3,2009,167000
60,0,100,9500,0,6,6,1964,1978,816,1977,1,1,4,1,2,0,52,0,0,0,0,0,6,2007,165000
20,0,80,8800,0,6,6,1964,1964,1251,1251,1,0,3,1,1,0,116,0,0,0,0,700,3,2006,160000
80,0,85,9350,0,6,7,1964,1991,1302,1302,2,0,3,1,1,333,0,0,0,0,0,0,10,2007,158000
20,0,75,8250,0,6,7,1964,1964,1092,1092,1,0,3,1,2,0,0,0,0,0,0,0,7,2008,145000
20,0,66,7800,0,5,5,1964,1964,912,912,1,0,2,1,1,0,0,0,0,0,0,0,11,2006,115000
20,0,150,215245,0,7,5,1965,1965,2136,2036,2,0,3,1,2,0,0,0,0,0,0,0,6,2009,375000
60,0,85,13600,0,7,6,1965,1990,768,1986,2,1,3,1,2,0,42,0,0,189,0,0,10,2009,205000
80,0,85,9350,0,5,8,1965,1999,1219,1265,2,0,3,1,2,0,92,0,96,0,0,0,10,2008,179900
20,0,84,8658,0,6,5,1965,1965,1088,1324,2,0,3,1,2,0,138,0,0,0,0,0,12,2006,160000
20,0,79,10289,0,5,7,1965,1965,1073,1073,1,1,3,1,2,0,0,0,0,0,0,0,6,2007,156000
20,0,75,9937,0,5,6,1965,1965,1256,1256,1,1,3,1,1,736,68,0,0,0,0,0,6,2008,147500
20,0,72,8872,0,5,8,1965,2008,912,912,1,0,2,1,2,0,240,0,0,0,0,0,12,2008,147000
90,0,74,13101,0,5,5,1965,1965,1728,1728,2,0,6,2,2,0,0,0,0,0,0,0,11,2008,142600
20,0,80,9200,0,6,6,1965,1965,1136,1136,1,0,3,1,1,426,0,0,0,0,0,0,7,2008,140000
20,0,65,8450,0,5,8,1965,2009,894,894,1,0,3,1,1,416,144,0,0,0,0,0,4,2010,138500
190,0,75,11625,0,5,4,1965,1965,1039,1039,1,1,3,1,2,0,0,0,0,0,0,0,4,2010,131500
20,0,70,11200,0,5,5,1965,1965,1040,1040,1,0,3,1,1,0,0,0,0,0,0,0,2,2008,129500
20,4,60,7800,0,5,5,1965,1965,828,965,1,0,3,1,1,421,0,0,0,0,0,0,7,2006,119900
90,0,75,9825,0,5,5,1965,1965,0,1664,2,0,4,2,0,0,0,0,0,0,0,0,5,2010,100000
20,0,73,10921,0,4,5,1965,1965,960,960,1,0,3,1,1,120,0,0,0,0,0,0,5,2007,94750
20,0,60,8281,0,5,5,1965,1965,864,864,1,0,3,1,1,0,0,236,0,0,0,0,12,2009,62383
60,0,88,14200,0,7,6,1966,1966,924,2157,2,1,4,1,2,105,66,0,0,0,0,0,5,2006,226000
20,0,137,16492,0,6,6,1966,2002,1517,1888,2,1,2,1,2,0,0,0,0,0,0,0,6,2010,190000
80,0,82,9020,0,6,7,1966,1966,1127,1165,1,1,3,1,2,0,129,0,0,0,0,0,5,2008,174900
80,0,96,11777,0,5,6,1966,1966,1164,1320,1,0,3,1,2,160,68,240,0,0,0,0,5,2006,164500
60,0,69,7590,0,6,5,1966,1966,660,1348,1,1,3,1,2,188,108,0,0,0,0,0,7,2006,155000
60,0,70,7700,0,6,5,1966,1966,756,1839,1,1,4,1,2,0,124,216,0,0,0,0,6,2010,155000
85,0,70,8400,0,6,5,1966,1966,814,913,1,0,3,1,1,0,0,252,0,0,0,0,5,2007,129000
20,0,66,7742,0,5,7,1966,1966,955,955,1,0,3,1,1,0,0,0,0,0,0,0,1,2007,127000
20,0,99,7094,0,5,5,1966,1966,894,894,1,0,3,1,1,0,0,0,0,0,0,0,5,2007,125000
80,0,96,11275,0,7,7,1967,2007,710,2978,2,1,5,1,2,240,0,0,0,0,0,0,6,2010,242000
80,0,75,9750,0,5,5,1967,1967,980,980,2,0,3,1,1,68,0,0,0,0,0,0,10,2006,135500
20,0,65,7800,0,5,7,1967,2004,864,899,1,0,3,1,1,64,0,0,0,0,0,0,6,2009,130000
20,0,57,9764,0,5,7,1967,2003,894,894,1,0,3,1,2,0,0,0,0,0,0,0,5,2008,130000
20,0,70,8521,0,5,5,1967,1967,912,912,1,0,3,1,1,0,0,0,0,0,0,0,5,2010,125000
90,0,65,8944,0,5,5,1967,1967,1584,1584,2,0,4,2,3,0,152,0,0,0,0,0,4,2009,124000
20,0,65,7150,0,5,5,1967,1967,892,892,1,0,3,1,1,0,0,0,0,0,0,0,7,2009,100000
90,0,72,10791,0,4,5,1967,1967,0,1296,2,0,2,2,2,0,0,0,0,0,0,500,10,2006,90000
60,0,100,13000,0,6,6,1968,1968,896,2142,2,1,4,1,1,0,72,0,0,252,0,0,6,2009,193500
20,0,78,10335,0,5,6,1968,1993,1461,1721,2,1,3,1,2,0,96,180,0,0,0,0,7,2006,180000
60,0,90,11700,0,6,6,1968,1968,708,1416,2,1,3,1,2,0,169,0,0,119,0,0,5,2006,179900
60,0,90,11700,0,6,6,1968,1968,702,1743,1,2,3,1,2,224,0,0,0,0,0,0,6,2007,175000
